Year,State,Area,FClass,VMT
2002,West Virginia,Urban,Other Freeways and Expressways,75000000
2002,West Virginia,Urban,Other Principal Arterial,1330000000
2002,West Virginia,Urban,Minor Arterial,1459000000
2002,West Virginia,Urban,Major Collector,425000000
2002,West Virginia,Urban,Local,554000000
2002,Wisconsin,Rural,Interstate,6496000000
2002,Wisconsin,Rural,Other Principal Arterial,9423000000
2002,Wisconsin,Rural,Minor Arterial,6036000000
2002,Wisconsin,Rural,Major Collector,4348000000
2002,Wisconsin,Rural,Minor Collector,1144000000
2002,Wisconsin,Rural,Local,4613000000
2002,Wisconsin,Urban,Interstate,3768000000
2002,Wisconsin,Urban,Other Freeways and Expressways,3023000000
2002,Wisconsin,Urban,Other Principal Arterial,6979000000
2002,Wisconsin,Urban,Minor Arterial,5061000000
2002,Wisconsin,Urban,Major Collector,1130000000
2002,Wisconsin,Urban,Local,6725000000
2002,Wyoming,Rural,Interstate,2486000000
2002,Wyoming,Rural,Other Principal Arterial,1612000000
2002,Wyoming,Rural,Minor Arterial,537000000
2002,Wyoming,Rural,Major Collector,661000000
2002,Wyoming,Rural,Minor Collector,699000000
2002,Wyoming,Rural,Local,623000000
2002,Wyoming,Urban,Interstate,361000000
2002,Wyoming,Urban,Other Freeways and Expressways,8000000
2002,Wyoming,Urban,Other Principal Arterial,723000000
2002,Wyoming,Urban,Minor Arterial,249000000
2002,Wyoming,Urban,Major Collector,404000000
2002,Wyoming,Urban,Local,644000000
2002,Puerto Rico,Rural,Interstate,1497000000
2002,Puerto Rico,Rural,Other Principal Arterial,419000000
2002,Puerto Rico,Rural,Minor Arterial,921000000
2002,Puerto Rico,Rural,Major Collector,959000000
2002,Puerto Rico,Rural,Minor Collector,610000000
2002,Puerto Rico,Rural,Local,423000000
2002,Puerto Rico,Urban,Interstate,3865000000
2002,Puerto Rico,Urban,Other Freeways and Expressways,1007000000
2002,Puerto Rico,Urban,Other Principal Arterial,2589000000
2002,Puerto Rico,Urban,Minor Arterial,2570000000
2002,Puerto Rico,Urban,Major Collector,1749000000
2002,Puerto Rico,Urban,Local,1501000000
2001,Alabama,Rural,Interstate,6236000000
2001,Alabama,Rural,Other Principal Arterial,6000000000
2001,Alabama,Rural,Minor Arterial,4468000000
2001,Alabama,Rural,Major Collector,5093000000
2001,Alabama,Rural,Minor Collector,1542000000
2001,Alabama,Rural,Local,5902000000
2001,Alabama,Urban,Interstate,5923000000
2001,Alabama,Urban,Other Freeways and Expressways,401000000
2001,Alabama,Urban,Other Principal Arterial,6982000000
2001,Alabama,Urban,Minor Arterial,5039000000
2001,Alabama,Urban,Major Collector,2336000000
2001,Alabama,Urban,Local,6847000000
2001,Alaska,Rural,Interstate,859000000
2001,Alaska,Rural,Other Principal Arterial,319000000
2001,Alaska,Rural,Minor Arterial,146000000
2001,Alaska,Rural,Major Collector,486000000
2001,Alaska,Rural,Minor Collector,126000000
2001,Alaska,Rural,Local,516000000
2001,Alaska,Urban,Interstate,580000000
2001,Alaska,Urban,Other Freeways and Expressways,0
2001,Alaska,Urban,Other Principal Arterial,443000000
2001,Alaska,Urban,Minor Arterial,734000000
2001,Alaska,Urban,Major Collector,233000000
2001,Alaska,Urban,Local,279000000
2001,Arizona,Rural,Interstate,7248000000
2001,Arizona,Rural,Other Principal Arterial,2773000000
2001,Arizona,Rural,Minor Arterial,1922000000
2001,Arizona,Rural,Major Collector,3038000000
2001,Arizona,Rural,Minor Collector,621000000
2001,Arizona,Rural,Local,1854000000
2001,Arizona,Urban,Interstate,4817000000
2001,Arizona,Urban,Other Freeways and Expressways,4604000000
2001,Arizona,Urban,Other Principal Arterial,9682000000
2001,Arizona,Urban,Minor Arterial,6076000000
2001,Arizona,Urban,Major Collector,3170000000
2001,Arizona,Urban,Local,3850000000
2001,Arkansas,Rural,Interstate,4453000000
2001,Arkansas,Rural,Other Principal Arterial,4574000000
2001,Arkansas,Rural,Minor Arterial,3204000000
2001,Arkansas,Rural,Major Collector,4831000000
2001,Arkansas,Rural,Minor Collector,544000000
2001,Arkansas,Rural,Local,1362000000
2001,Arkansas,Urban,Interstate,3023000000
2001,Arkansas,Urban,Other Freeways and Expressways,711000000
2001,Arkansas,Urban,Other Principal Arterial,2790000000
2001,Arkansas,Urban,Minor Arterial,2319000000
2001,Arkansas,Urban,Major Collector,785000000
2001,Arkansas,Urban,Local,837000000
2001,California,Rural,Interstate,17322000000
2001,California,Rural,Other Principal Arterial,17970000000
2001,California,Rural,Minor Arterial,10614000000
2001,California,Rural,Major Collector,9943000000
2001,California,Rural,Minor Collector,3794000000
2001,California,Rural,Local,3146000000
2001,California,Urban,Interstate,63412000000
2001,California,Urban,Other Freeways and Expressways,48804000000
2001,California,Urban,Other Principal Arterial,53443000000
2001,California,Urban,Minor Arterial,45223000000
2001,California,Urban,Major Collector,15065000000
2001,California,Urban,Local,21839000000
2001,Colorado,Rural,Interstate,5068000000
2001,Colorado,Rural,Other Principal Arterial,4201000000
2001,Colorado,Rural,Minor Arterial,2961000000
2001,Colorado,Rural,Major Collector,2052000000
2001,Colorado,Rural,Minor Collector,826000000
2001,Colorado,Rural,Local,1652000000
2001,Colorado,Urban,Interstate,4859000000
2001,Colorado,Urban,Other Freeways and Expressways,3692000000
2001,Colorado,Urban,Other Principal Arterial,8373000000
2001,Colorado,Urban,Minor Arterial,4807000000
2001,Colorado,Urban,Major Collector,1845000000
2001,Colorado,Urban,Local,2619000000
2001,Connecticut,Rural,Interstate,1785000000
2001,Connecticut,Rural,Other Principal Arterial,1554000000
2001,Connecticut,Rural,Minor Arterial,1330000000
2001,Connecticut,Rural,Major Collector,1400000000
2001,Connecticut,Rural,Minor Collector,296000000
2001,Connecticut,Rural,Local,1320000000
2001,Connecticut,Urban,Interstate,8220000000
2001,Connecticut,Urban,Other Freeways and Expressways,3190000000
2001,Connecticut,Urban,Other Principal Arterial,3575000000
2001,Connecticut,Urban,Minor Arterial,4437000000
2001,Connecticut,Urban,Major Collector,1739000000
2001,Connecticut,Urban,Local,1998000000
2001,Delaware,Rural,Interstate,0
2001,Delaware,Rural,Other Principal Arterial,1673000000
2001,Delaware,Rural,Minor Arterial,457000000
2001,Delaware,Rural,Major Collector,693000000
2001,Delaware,Rural,Minor Collector,107000000
2001,Delaware,Rural,Local,610000000
2001,Delaware,Urban,Interstate,1383000000
2001,Delaware,Urban,Other Freeways and Expressways,164000000
2001,Delaware,Urban,Other Principal Arterial,1376000000
2001,Delaware,Urban,Minor Arterial,758000000
2001,Delaware,Urban,Major Collector,508000000
2001,Delaware,Urban,Local,886000000
2001,District of Columbia,Rural,Interstate,0
2001,District of Columbia,Rural,Other Principal Arterial,0
2001,District of Columbia,Rural,Minor Arterial,0
2001,District of Columbia,Rural,Major Collector,0
2001,District of Columbia,Rural,Minor Collector,0
2001,District of Columbia,Rural,Local,0
2001,District of Columbia,Urban,Interstate,630000000
2001,District of Columbia,Urban,Other Freeways and Expressways,417000000
2001,District of Columbia,Urban,Other Principal Arterial,1002000000
2001,District of Columbia,Urban,Minor Arterial,791000000
2001,District of Columbia,Urban,Major Collector,358000000
2001,District of Columbia,Urban,Local,552000000
2001,Florida,Rural,Interstate,12482000000
2001,Florida,Rural,Other Principal Arterial,13977000000
2001,Florida,Rural,Minor Arterial,4572000000
2001,Florida,Rural,Major Collector,3499000000
2001,Florida,Rural,Minor Collector,1048000000
2001,Florida,Rural,Local,8284000000
2001,Florida,Urban,Interstate,18226000000
2001,Florida,Urban,Other Freeways and Expressways,8548000000
2001,Florida,Urban,Other Principal Arterial,31531000000
2001,Florida,Urban,Minor Arterial,21928000000
2001,Florida,Urban,Major Collector,15430000000
2001,Florida,Urban,Local,31062000000
2001,Georgia,Rural,Interstate,11124000000
2001,Georgia,Rural,Other Principal Arterial,8173000000
2001,Georgia,Rural,Minor Arterial,9029000000
2001,Georgia,Rural,Major Collector,8562000000
2001,Georgia,Rural,Minor Collector,4150000000
2001,Georgia,Rural,Local,8652000000
2001,Georgia,Urban,Interstate,17032000000
2001,Georgia,Urban,Other Freeways and Expressways,2676000000
2001,Georgia,Urban,Other Principal Arterial,10964000000
2001,Georgia,Urban,Minor Arterial,13504000000
2001,Georgia,Urban,Major Collector,3932000000
2001,Georgia,Urban,Local,10099000000
2001,Hawaii,Rural,Interstate,93000000
2001,Hawaii,Rural,Other Principal Arterial,707000000
2001,Hawaii,Rural,Minor Arterial,817000000
2001,Hawaii,Rural,Major Collector,320000000
2001,Hawaii,Rural,Minor Collector,38000000
2001,Hawaii,Rural,Local,517000000
2001,Hawaii,Urban,Interstate,1718000000
2001,Hawaii,Urban,Other Freeways and Expressways,529000000
2001,Hawaii,Urban,Other Principal Arterial,1308000000
2001,Hawaii,Urban,Minor Arterial,630000000
2001,Hawaii,Urban,Major Collector,835000000
2001,Hawaii,Urban,Local,1182000000
2001,Idaho,Rural,Interstate,2098000000
2001,Idaho,Rural,Other Principal Arterial,2084000000
2001,Idaho,Rural,Minor Arterial,846000000
2001,Idaho,Rural,Major Collector,1149000000
2001,Idaho,Rural,Minor Collector,273000000
2001,Idaho,Rural,Local,2420000000
2001,Idaho,Urban,Interstate,1103000000
2001,Idaho,Urban,Other Freeways and Expressways,0
2001,Idaho,Urban,Other Principal Arterial,1485000000
2001,Idaho,Urban,Minor Arterial,1367000000
2001,Idaho,Urban,Major Collector,545000000
2001,Idaho,Urban,Local,708000000
2001,Illinois,Rural,Interstate,10128000000
2001,Illinois,Rural,Other Principal Arterial,4717000000
2001,Illinois,Rural,Minor Arterial,5014000000
2001,Illinois,Rural,Major Collector,6223000000
2001,Illinois,Rural,Minor Collector,471000000
2001,Illinois,Rural,Local,4210000000
2001,Illinois,Urban,Interstate,19189000000
2001,Illinois,Urban,Other Freeways and Expressways,1040000000
2001,Illinois,Urban,Other Principal Arterial,20101000000
2001,Illinois,Urban,Minor Arterial,15675000000
2001,Illinois,Urban,Major Collector,7815000000
2001,Illinois,Urban,Local,8455000000
2001,Indiana,Rural,Interstate,9355000000
2001,Indiana,Rural,Other Principal Arterial,5824000000
2001,Indiana,Rural,Minor Arterial,4738000000
2001,Indiana,Rural,Major Collector,10935000000
2001,Indiana,Rural,Minor Collector,2493000000
2001,Indiana,Rural,Local,3289000000
2001,Indiana,Urban,Interstate,7830000000
2001,Indiana,Urban,Other Freeways and Expressways,1174000000
2001,Indiana,Urban,Other Principal Arterial,10301000000
2001,Indiana,Urban,Minor Arterial,7576000000
2001,Indiana,Urban,Major Collector,2343000000
2001,Indiana,Urban,Local,5944000000
2001,Iowa,Rural,Interstate,4487000000
2001,Iowa,Rural,Other Principal Arterial,5486000000
2001,Iowa,Rural,Minor Arterial,2834000000
2001,Iowa,Rural,Major Collector,3783000000
2001,Iowa,Rural,Minor Collector,906000000
2001,Iowa,Rural,Local,1636000000
2001,Iowa,Urban,Interstate,2194000000
2001,Iowa,Urban,Other Freeways and Expressways,0
2001,Iowa,Urban,Other Principal Arterial,3133000000
2001,Iowa,Urban,Minor Arterial,2932000000
2001,Iowa,Urban,Major Collector,887000000
2001,Iowa,Urban,Local,1738000000
2001,Kansas,Rural,Interstate,3374000000
2001,Kansas,Rural,Other Principal Arterial,4637000000
2001,Kansas,Rural,Minor Arterial,2266000000
2001,Kansas,Rural,Major Collector,2596000000
2001,Kansas,Rural,Minor Collector,280000000
2001,Kansas,Rural,Local,1613000000
2001,Kansas,Urban,Interstate,3203000000
2001,Kansas,Urban,Other Freeways and Expressways,1307000000
2001,Kansas,Urban,Other Principal Arterial,3033000000
2001,Kansas,Urban,Minor Arterial,2749000000
2001,Kansas,Urban,Major Collector,949000000
2001,Kansas,Urban,Local,2148000000
2001,Kentucky,Rural,Interstate,6086000000
2001,Kentucky,Rural,Other Principal Arterial,6258000000
2001,Kentucky,Rural,Minor Arterial,2525000000
2001,Kentucky,Rural,Major Collector,5791000000
2001,Kentucky,Rural,Minor Collector,2547000000
2001,Kentucky,Rural,Local,3432000000
2001,Kentucky,Urban,Interstate,5865000000
2001,Kentucky,Urban,Other Freeways and Expressways,821000000
2001,Kentucky,Urban,Other Principal Arterial,4737000000
2001,Kentucky,Urban,Minor Arterial,4407000000
2001,Kentucky,Urban,Major Collector,1827000000
2001,Kentucky,Urban,Local,1962000000
2001,Louisiana,Rural,Interstate,5825000000
2001,Louisiana,Rural,Other Principal Arterial,3393000000
2001,Louisiana,Rural,Minor Arterial,3369000000
2001,Louisiana,Rural,Major Collector,7263000000
2001,Louisiana,Rural,Minor Collector,1702000000
2001,Louisiana,Rural,Local,2058000000
2001,Louisiana,Urban,Interstate,5576000000
2001,Louisiana,Urban,Other Freeways and Expressways,418000000
2001,Louisiana,Urban,Other Principal Arterial,6283000000
2001,Louisiana,Urban,Minor Arterial,4884000000
2001,Louisiana,Urban,Major Collector,1414000000
2001,Louisiana,Urban,Local,1059000000
2001,Maine,Rural,Interstate,2334000000
2001,Maine,Rural,Other Principal Arterial,1909000000
2001,Maine,Rural,Minor Arterial,1837000000
2001,Maine,Rural,Major Collector,2542000000
2001,Maine,Rural,Minor Collector,822000000
2001,Maine,Rural,Local,1199000000
2001,Maine,Urban,Interstate,640000000
2001,Maine,Urban,Other Freeways and Expressways,168000000
2001,Maine,Urban,Other Principal Arterial,1046000000
2001,Maine,Urban,Minor Arterial,955000000
2001,Maine,Urban,Major Collector,676000000
2001,Maine,Urban,Local,295000000
2001,Maryland,Rural,Interstate,4119000000
2001,Maryland,Rural,Other Principal Arterial,4409000000
2001,Maryland,Rural,Minor Arterial,2773000000
2001,Maryland,Rural,Major Collector,2766000000
2001,Maryland,Rural,Minor Collector,908000000
2001,Maryland,Rural,Local,1831000000
2001,Maryland,Urban,Interstate,11514000000
2001,Maryland,Urban,Other Freeways and Expressways,4699000000
2001,Maryland,Urban,Other Principal Arterial,8490000000
2001,Maryland,Urban,Minor Arterial,5480000000
2001,Maryland,Urban,Major Collector,2626000000
2001,Maryland,Urban,Local,2381000000
2001,Massachusetts,Rural,Interstate,2620000000
2001,Massachusetts,Rural,Other Principal Arterial,2266000000
2001,Massachusetts,Rural,Minor Arterial,1351000000
2001,Massachusetts,Rural,Major Collector,1578000000
2001,Massachusetts,Rural,Minor Collector,232000000
2001,Massachusetts,Rural,Local,1042000000
2001,Massachusetts,Urban,Interstate,13079000000
2001,Massachusetts,Urban,Other Freeways and Expressways,4022000000
2001,Massachusetts,Urban,Other Principal Arterial,10288000000
2001,Massachusetts,Urban,Minor Arterial,7747000000
2001,Massachusetts,Urban,Major Collector,2702000000
2001,Massachusetts,Urban,Local,6088000000
2001,Michigan,Rural,Interstate,7375000000
2001,Michigan,Rural,Other Principal Arterial,8533000000
2001,Michigan,Rural,Minor Arterial,6715000000
2001,Michigan,Rural,Major Collector,10927000000
2001,Michigan,Rural,Minor Collector,1379000000
2001,Michigan,Rural,Local,2647000000
2001,Michigan,Urban,Interstate,14202000000
2001,Michigan,Urban,Other Freeways and Expressways,4506000000
2001,Michigan,Urban,Other Principal Arterial,17933000000
2001,Michigan,Urban,Minor Arterial,13718000000
2001,Michigan,Urban,Major Collector,4281000000
2001,Michigan,Urban,Local,6771000000
2001,Minnesota,Rural,Interstate,4668000000
2001,Minnesota,Rural,Other Principal Arterial,7221000000
2001,Minnesota,Rural,Minor Arterial,5591000000
2001,Minnesota,Rural,Major Collector,4234000000
2001,Minnesota,Rural,Minor Collector,1273000000
2001,Minnesota,Rural,Local,2858000000
2001,Minnesota,Urban,Interstate,7669000000
2001,Minnesota,Urban,Other Freeways and Expressways,3263000000
2001,Minnesota,Urban,Other Principal Arterial,3641000000
2001,Minnesota,Urban,Minor Arterial,7270000000
2001,Minnesota,Urban,Major Collector,2204000000
2001,Minnesota,Urban,Local,3449000000
2001,Mississippi,Rural,Interstate,4399000000
2001,Mississippi,Rural,Other Principal Arterial,5718000000
2001,Mississippi,Rural,Minor Arterial,3772000000
2001,Mississippi,Rural,Major Collector,4488000000
2001,Mississippi,Rural,Minor Collector,446000000
2001,Mississippi,Rural,Local,5975000000
2001,Mississippi,Urban,Interstate,2182000000
2001,Mississippi,Urban,Other Freeways and Expressways,301000000
2001,Mississippi,Urban,Other Principal Arterial,3828000000
2001,Mississippi,Urban,Minor Arterial,1670000000
2001,Mississippi,Urban,Major Collector,1072000000
2001,Mississippi,Urban,Local,2137000000
2001,Missouri,Rural,Interstate,7173000000
2001,Missouri,Rural,Other Principal Arterial,9438000000
2001,Missouri,Rural,Minor Arterial,3771000000
2001,Missouri,Rural,Major Collector,6967000000
2001,Missouri,Rural,Minor Collector,551000000
2001,Missouri,Rural,Local,3688000000
2001,Missouri,Urban,Interstate,10591000000
2001,Missouri,Urban,Other Freeways and Expressways,3624000000
2001,Missouri,Urban,Other Principal Arterial,6749000000
2001,Missouri,Urban,Minor Arterial,4959000000
2001,Missouri,Urban,Major Collector,1978000000
2001,Missouri,Urban,Local,8143000000
2001,Montana,Rural,Interstate,2210000000
2001,Montana,Rural,Other Principal Arterial,2144000000
2001,Montana,Rural,Minor Arterial,1021000000
2001,Montana,Rural,Major Collector,1057000000
2001,Montana,Rural,Minor Collector,387000000
2001,Montana,Rural,Local,918000000
2001,Montana,Urban,Interstate,269000000
2001,Montana,Urban,Other Freeways and Expressways,0
2001,Montana,Urban,Other Principal Arterial,848000000
2001,Montana,Urban,Minor Arterial,456000000
2001,Montana,Urban,Major Collector,207000000
2001,Montana,Urban,Local,494000000
2001,Nebraska,Rural,Interstate,2797000000
2001,Nebraska,Rural,Other Principal Arterial,2947000000
2001,Nebraska,Rural,Minor Arterial,2395000000
2001,Nebraska,Rural,Major Collector,1688000000
2001,Nebraska,Rural,Minor Collector,253000000
