Year,State,Area,FClass,VMT
2002,Alabama,Rural,Interstate,6298000000
2002,Alabama,Rural,Other Principal Arterial,6132000000
2002,Alabama,Rural,Minor Arterial,4262000000
2002,Alabama,Rural,Major Collector,5126000000
2002,Alabama,Rural,Minor Collector,1529000000
2002,Alabama,Rural,Local,5884000000
2002,Alabama,Urban,Interstate,5957000000
2002,Alabama,Urban,Other Freeways and Expressways,401000000
2002,Alabama,Urban,Other Principal Arterial,7046000000
2002,Alabama,Urban,Minor Arterial,5602000000
2002,Alabama,Urban,Major Collector,2390000000
2002,Alabama,Urban,Local,6888000000
2002,Alaska,Rural,Interstate,887000000
2002,Alaska,Rural,Other Principal Arterial,342000000
2002,Alaska,Rural,Minor Arterial,154000000
2002,Alaska,Rural,Major Collector,526000000
2002,Alaska,Rural,Minor Collector,134000000
2002,Alaska,Rural,Local,519000000
2002,Alaska,Urban,Interstate,596000000
2002,Alaska,Urban,Other Freeways and Expressways,0
2002,Alaska,Urban,Other Principal Arterial,453000000
2002,Alaska,Urban,Minor Arterial,758000000
2002,Alaska,Urban,Major Collector,235000000
2002,Alaska,Urban,Local,292000000
2002,Arizona,Rural,Interstate,7238000000
2002,Arizona,Rural,Other Principal Arterial,2708000000
2002,Arizona,Rural,Minor Arterial,2027000000
2002,Arizona,Rural,Major Collector,3450000000
2002,Arizona,Rural,Minor Collector,653000000
2002,Arizona,Rural,Local,1941000000
2002,Arizona,Urban,Interstate,4996000000
2002,Arizona,Urban,Other Freeways and Expressways,5141000000
2002,Arizona,Urban,Other Principal Arterial,9760000000
2002,Arizona,Urban,Minor Arterial,6419000000
2002,Arizona,Urban,Major Collector,3338000000
2002,Arizona,Urban,Local,4342000000
2002,Arkansas,Rural,Interstate,4534000000
2002,Arkansas,Rural,Other Principal Arterial,4581000000
2002,Arkansas,Rural,Minor Arterial,3239000000
2002,Arkansas,Rural,Major Collector,4789000000
2002,Arkansas,Rural,Minor Collector,560000000
2002,Arkansas,Rural,Local,1576000000
2002,Arkansas,Urban,Interstate,3007000000
2002,Arkansas,Urban,Other Freeways and Expressways,720000000
2002,Arkansas,Urban,Other Principal Arterial,2920000000
2002,Arkansas,Urban,Minor Arterial,2405000000
2002,Arkansas,Urban,Major Collector,798000000
2002,Arkansas,Urban,Local,951000000
2002,California,Rural,Interstate,18377000000
2002,California,Rural,Other Principal Arterial,18842000000
2002,California,Rural,Minor Arterial,10696000000
2002,California,Rural,Major Collector,9830000000
2002,California,Rural,Minor Collector,3364000000
2002,California,Rural,Local,3312000000
2002,California,Urban,Interstate,65155000000
2002,California,Urban,Other Freeways and Expressways,51545000000
2002,California,Urban,Other Principal Arterial,55295000000
2002,California,Urban,Minor Arterial,46813000000
2002,California,Urban,Major Collector,15573000000
2002,California,Urban,Local,22894000000
2002,Colorado,Rural,Interstate,5450000000
2002,Colorado,Rural,Other Principal Arterial,4206000000
2002,Colorado,Rural,Minor Arterial,2994000000
2002,Colorado,Rural,Major Collector,2085000000
2002,Colorado,Rural,Minor Collector,867000000
2002,Colorado,Rural,Local,1733000000
2002,Colorado,Urban,Interstate,4944000000
2002,Colorado,Urban,Other Freeways and Expressways,3620000000
2002,Colorado,Urban,Other Principal Arterial,8194000000
2002,Colorado,Urban,Minor Arterial,4940000000
2002,Colorado,Urban,Major Collector,1889000000
2002,Colorado,Urban,Local,2623000000
2002,Connecticut,Rural,Interstate,663000000
2002,Connecticut,Rural,Other Principal Arterial,810000000
2002,Connecticut,Rural,Minor Arterial,457000000
2002,Connecticut,Rural,Major Collector,1022000000
2002,Connecticut,Rural,Minor Collector,146000000
2002,Connecticut,Rural,Local,773000000
2002,Connecticut,Urban,Interstate,9486000000
2002,Connecticut,Urban,Other Freeways and Expressways,3720000000
2002,Connecticut,Urban,Other Principal Arterial,3911000000
2002,Connecticut,Urban,Minor Arterial,5175000000
2002,Connecticut,Urban,Major Collector,2403000000
2002,Connecticut,Urban,Local,2639000000
2002,Delaware,Rural,Interstate,0
2002,Delaware,Rural,Other Principal Arterial,1767000000
2002,Delaware,Rural,Minor Arterial,494000000
2002,Delaware,Rural,Major Collector,738000000
2002,Delaware,Rural,Minor Collector,120000000
2002,Delaware,Rural,Local,662000000
2002,Delaware,Urban,Interstate,1375000000
2002,Delaware,Urban,Other Freeways and Expressways,165000000
2002,Delaware,Urban,Other Principal Arterial,1424000000
2002,Delaware,Urban,Minor Arterial,733000000
2002,Delaware,Urban,Major Collector,501000000
2002,Delaware,Urban,Local,896000000
2002,District of Columbia,Rural,Interstate,0
2002,District of Columbia,Rural,Other Principal Arterial,0
2002,District of Columbia,Rural,Minor Arterial,0
2002,District of Columbia,Rural,Major Collector,0
2002,District of Columbia,Rural,Minor Collector,0
2002,District of Columbia,Rural,Local,0
2002,District of Columbia,Urban,Interstate,425000000
2002,District of Columbia,Urban,Other Freeways and Expressways,433000000
2002,District of Columbia,Urban,Other Principal Arterial,1009000000
2002,District of Columbia,Urban,Minor Arterial,822000000
2002,District of Columbia,Urban,Major Collector,303000000
2002,District of Columbia,Urban,Local,555000000
2002,Florida,Rural,Interstate,12892000000
2002,Florida,Rural,Other Principal Arterial,14228000000
2002,Florida,Rural,Minor Arterial,5341000000
2002,Florida,Rural,Major Collector,4018000000
2002,Florida,Rural,Minor Collector,1076000000
2002,Florida,Rural,Local,8940000000
2002,Florida,Urban,Interstate,18484000000
2002,Florida,Urban,Other Freeways and Expressways,9042000000
2002,Florida,Urban,Other Principal Arterial,31947000000
2002,Florida,Urban,Minor Arterial,23643000000
2002,Florida,Urban,Major Collector,16290000000
2002,Florida,Urban,Local,32466000000
2002,Georgia,Rural,Interstate,11140000000
2002,Georgia,Rural,Other Principal Arterial,8086000000
2002,Georgia,Rural,Minor Arterial,8899000000
2002,Georgia,Rural,Major Collector,8612000000
2002,Georgia,Rural,Minor Collector,4197000000
2002,Georgia,Rural,Local,8831000000
2002,Georgia,Urban,Interstate,17193000000
2002,Georgia,Urban,Other Freeways and Expressways,2717000000
2002,Georgia,Urban,Other Principal Arterial,10776000000
2002,Georgia,Urban,Minor Arterial,13623000000
2002,Georgia,Urban,Major Collector,4132000000
2002,Georgia,Urban,Local,10115000000
2002,Hawaii,Rural,Interstate,97000000
2002,Hawaii,Rural,Other Principal Arterial,932000000
2002,Hawaii,Rural,Minor Arterial,639000000
2002,Hawaii,Rural,Major Collector,355000000
2002,Hawaii,Rural,Minor Collector,43000000
2002,Hawaii,Rural,Local,512000000
2002,Hawaii,Urban,Interstate,1719000000
2002,Hawaii,Urban,Other Freeways and Expressways,541000000
2002,Hawaii,Urban,Other Principal Arterial,1455000000
2002,Hawaii,Urban,Minor Arterial,531000000
2002,Hawaii,Urban,Major Collector,838000000
2002,Hawaii,Urban,Local,1224000000
2002,Idaho,Rural,Interstate,2187000000
2002,Idaho,Rural,Other Principal Arterial,2143000000
2002,Idaho,Rural,Minor Arterial,884000000
2002,Idaho,Rural,Major Collector,1127000000
2002,Idaho,Rural,Minor Collector,258000000
2002,Idaho,Rural,Local,2221000000
2002,Idaho,Urban,Interstate,1126000000
2002,Idaho,Urban,Other Freeways and Expressways,0
2002,Idaho,Urban,Other Principal Arterial,1528000000
2002,Idaho,Urban,Minor Arterial,1420000000
2002,Idaho,Urban,Major Collector,566000000
2002,Idaho,Urban,Local,707000000
2002,Illinois,Rural,Interstate,10442000000
2002,Illinois,Rural,Other Principal Arterial,4787000000
2002,Illinois,Rural,Minor Arterial,4896000000
2002,Illinois,Rural,Major Collector,6229000000
2002,Illinois,Rural,Minor Collector,485000000
2002,Illinois,Rural,Local,4277000000
2002,Illinois,Urban,Interstate,19931000000
2002,Illinois,Urban,Other Freeways and Expressways,1130000000
2002,Illinois,Urban,Other Principal Arterial,20751000000
2002,Illinois,Urban,Minor Arterial,15872000000
2002,Illinois,Urban,Major Collector,8096000000
2002,Illinois,Urban,Local,8505000000
2002,Indiana,Rural,Interstate,8649000000
2002,Indiana,Rural,Other Principal Arterial,5916000000
2002,Indiana,Rural,Minor Arterial,4637000000
2002,Indiana,Rural,Major Collector,11593000000
2002,Indiana,Rural,Minor Collector,2546000000
2002,Indiana,Rural,Local,3361000000
2002,Indiana,Urban,Interstate,7166000000
2002,Indiana,Urban,Other Freeways and Expressways,1201000000
2002,Indiana,Urban,Other Principal Arterial,10687000000
2002,Indiana,Urban,Minor Arterial,7992000000
2002,Indiana,Urban,Major Collector,2369000000
2002,Indiana,Urban,Local,6406000000
2002,Iowa,Rural,Interstate,4712000000
2002,Iowa,Rural,Other Principal Arterial,5726000000
2002,Iowa,Rural,Minor Arterial,2914000000
2002,Iowa,Rural,Major Collector,3688000000
2002,Iowa,Rural,Minor Collector,901000000
2002,Iowa,Rural,Local,1645000000
2002,Iowa,Urban,Interstate,2316000000
2002,Iowa,Urban,Other Freeways and Expressways,0
2002,Iowa,Urban,Other Principal Arterial,3300000000
2002,Iowa,Urban,Minor Arterial,3001000000
2002,Iowa,Urban,Major Collector,903000000
2002,Iowa,Urban,Local,1741000000
2002,Kansas,Rural,Interstate,3488000000
2002,Kansas,Rural,Other Principal Arterial,4701000000
2002,Kansas,Rural,Minor Arterial,2271000000
2002,Kansas,Rural,Major Collector,2854000000
2002,Kansas,Rural,Minor Collector,268000000
2002,Kansas,Rural,Local,1656000000
2002,Kansas,Urban,Interstate,3195000000
2002,Kansas,Urban,Other Freeways and Expressways,1386000000
2002,Kansas,Urban,Other Principal Arterial,2984000000
2002,Kansas,Urban,Minor Arterial,2707000000
2002,Kansas,Urban,Major Collector,983000000
2002,Kansas,Urban,Local,1950000000
2002,Kentucky,Rural,Interstate,6286000000
2002,Kentucky,Rural,Other Principal Arterial,6391000000
2002,Kentucky,Rural,Minor Arterial,2572000000
2002,Kentucky,Rural,Major Collector,5935000000
2002,Kentucky,Rural,Minor Collector,2498000000
2002,Kentucky,Rural,Local,3359000000
2002,Kentucky,Urban,Interstate,6102000000
2002,Kentucky,Urban,Other Freeways and Expressways,827000000
2002,Kentucky,Urban,Other Principal Arterial,4761000000
2002,Kentucky,Urban,Minor Arterial,4313000000
2002,Kentucky,Urban,Major Collector,1800000000
2002,Kentucky,Urban,Local,1997000000
2002,Louisiana,Rural,Interstate,6097000000
2002,Louisiana,Rural,Other Principal Arterial,3223000000
2002,Louisiana,Rural,Minor Arterial,3935000000
2002,Louisiana,Rural,Major Collector,5314000000
2002,Louisiana,Rural,Minor Collector,2174000000
2002,Louisiana,Rural,Local,2908000000
2002,Louisiana,Urban,Interstate,5728000000
2002,Louisiana,Urban,Other Freeways and Expressways,386000000
2002,Louisiana,Urban,Other Principal Arterial,6287000000
2002,Louisiana,Urban,Minor Arterial,4623000000
2002,Louisiana,Urban,Major Collector,1545000000
2002,Louisiana,Urban,Local,1075000000
2002,Maine,Rural,Interstate,2387000000
2002,Maine,Rural,Other Principal Arterial,1962000000
2002,Maine,Rural,Minor Arterial,1891000000
2002,Maine,Rural,Major Collector,2605000000
2002,Maine,Rural,Minor Collector,845000000
2002,Maine,Rural,Local,1254000000
2002,Maine,Urban,Interstate,650000000
2002,Maine,Urban,Other Freeways and Expressways,165000000
2002,Maine,Urban,Other Principal Arterial,1035000000
2002,Maine,Urban,Minor Arterial,968000000
2002,Maine,Urban,Major Collector,663000000
2002,Maine,Urban,Local,302000000
2002,Maryland,Rural,Interstate,4254000000
2002,Maryland,Rural,Other Principal Arterial,4581000000
2002,Maryland,Rural,Minor Arterial,2911000000
2002,Maryland,Rural,Major Collector,2740000000
2002,Maryland,Rural,Minor Collector,943000000
2002,Maryland,Rural,Local,1902000000
2002,Maryland,Urban,Interstate,11960000000
2002,Maryland,Urban,Other Freeways and Expressways,4884000000
2002,Maryland,Urban,Other Principal Arterial,8702000000
2002,Maryland,Urban,Minor Arterial,5649000000
2002,Maryland,Urban,Major Collector,2721000000
2002,Maryland,Urban,Local,2455000000
2002,Massachusetts,Rural,Interstate,2594000000
2002,Massachusetts,Rural,Other Principal Arterial,2280000000
2002,Massachusetts,Rural,Minor Arterial,1398000000
2002,Massachusetts,Rural,Major Collector,1520000000
2002,Massachusetts,Rural,Minor Collector,232000000
2002,Massachusetts,Rural,Local,1045000000
2002,Massachusetts,Urban,Interstate,13185000000
2002,Massachusetts,Urban,Other Freeways and Expressways,3996000000
2002,Massachusetts,Urban,Other Principal Arterial,10440000000
2002,Massachusetts,Urban,Minor Arterial,7692000000
2002,Massachusetts,Urban,Major Collector,2796000000
2002,Massachusetts,Urban,Local,6088000000
2002,Michigan,Rural,Interstate,7636000000
2002,Michigan,Rural,Other Principal Arterial,8831000000
2002,Michigan,Rural,Minor Arterial,6933000000
2002,Michigan,Rural,Major Collector,10588000000
2002,Michigan,Rural,Minor Collector,1383000000
2002,Michigan,Rural,Local,2671000000
2002,Michigan,Urban,Interstate,14457000000
2002,Michigan,Urban,Other Freeways and Expressways,4676000000
2002,Michigan,Urban,Other Principal Arterial,18111000000
2002,Michigan,Urban,Minor Arterial,13970000000
2002,Michigan,Urban,Major Collector,4340000000
2002,Michigan,Urban,Local,6548000000
2002,Minnesota,Rural,Interstate,4747000000
2002,Minnesota,Rural,Other Principal Arterial,7250000000
2002,Minnesota,Rural,Minor Arterial,5568000000
2002,Minnesota,Rural,Major Collector,4687000000
2002,Minnesota,Rural,Minor Collector,1370000000
2002,Minnesota,Rural,Local,2942000000
2002,Minnesota,Urban,Interstate,7350000000
2002,Minnesota,Urban,Other Freeways and Expressways,3189000000
2002,Minnesota,Urban,Other Principal Arterial,3637000000
2002,Minnesota,Urban,Minor Arterial,7753000000
2002,Minnesota,Urban,Major Collector,2411000000
2002,Minnesota,Urban,Local,3658000000
2002,Mississippi,Rural,Interstate,4432000000
2002,Mississippi,Rural,Other Principal Arterial,5904000000
2002,Mississippi,Rural,Minor Arterial,3759000000
2002,Mississippi,Rural,Major Collector,4527000000
2002,Mississippi,Rural,Minor Collector,439000000
2002,Mississippi,Rural,Local,6031000000
2002,Mississippi,Urban,Interstate,2195000000
2002,Mississippi,Urban,Other Freeways and Expressways,303000000
2002,Mississippi,Urban,Other Principal Arterial,3805000000
2002,Mississippi,Urban,Minor Arterial,1719000000
2002,Mississippi,Urban,Major Collector,1121000000
2002,Mississippi,Urban,Local,2194000000
2002,Missouri,Rural,Interstate,7180000000
2002,Missouri,Rural,Other Principal Arterial,9349000000
2002,Missouri,Rural,Minor Arterial,3791000000
2002,Missouri,Rural,Major Collector,6786000000
2002,Missouri,Rural,Minor Collector,553000000
2002,Missouri,Rural,Local,3810000000
2002,Missouri,Urban,Interstate,10776000000
2002,Missouri,Urban,Other Freeways and Expressways,3847000000
2002,Missouri,Urban,Other Principal Arterial,6697000000
2002,Missouri,Urban,Minor Arterial,4982000000
2002,Missouri,Urban,Major Collector,1979000000
2002,Missouri,Urban,Local,8413000000
2002,Montana,Rural,Interstate,2442000000
2002,Montana,Rural,Other Principal Arterial,2266000000
2002,Montana,Rural,Minor Arterial,1021000000
2002,Montana,Rural,Major Collector,1060000000
2002,Montana,Rural,Minor Collector,387000000
2002,Montana,Rural,Local,918000000
2002,Montana,Urban,Interstate,294000000
2002,Montana,Urban,Other Freeways and Expressways,0
2002,Montana,Urban,Other Principal Arterial,849000000
2002,Montana,Urban,Minor Arterial,457000000
2002,Montana,Urban,Major Collector,207000000
2002,Montana,Urban,Local,494000000
2002,Nebraska,Rural,Interstate,2892000000
2002,Nebraska,Rural,Other Principal Arterial,3154000000
2002,Nebraska,Rural,Minor Arterial,2499000000
2002,Nebraska,Rural,Major Collector,1699000000
2002,Nebraska,Rural,Minor Collector,253000000
2002,Nebraska,Rural,Local,1082000000
2002,Nebraska,Urban,Interstate,1014000000
2002,Nebraska,Urban,Other Freeways and Expressways,266000000
2002,Nebraska,Urban,Other Principal Arterial,2679000000
2002,Nebraska,Urban,Minor Arterial,1660000000
2002,Nebraska,Urban,Major Collector,645000000
2002,Nebraska,Urban,Local,876000000
2002,Nevada,Rural,Interstate,2084000000
2002,Nevada,Rural,Other Principal Arterial,1513000000
2002,Nevada,Rural,Minor Arterial,563000000
2002,Nevada,Rural,Major Collector,655000000
2002,Nevada,Rural,Minor Collector,211000000
2002,Nevada,Rural,Local,115000000
2002,Nevada,Urban,Interstate,2309000000
2002,Nevada,Urban,Other Freeways and Expressways,1477000000
2002,Nevada,Urban,Other Principal Arterial,2248000000
2002,Nevada,Urban,Minor Arterial,3625000000
2002,Nevada,Urban,Major Collector,1663000000
2002,Nevada,Urban,Local,1503000000
2002,New Hampshire,Rural,Interstate,1838000000
2002,New Hampshire,Rural,Other Principal Arterial,1844000000
2002,New Hampshire,Rural,Minor Arterial,1141000000
2002,New Hampshire,Rural,Major Collector,1308000000
2002,New Hampshire,Rural,Minor Collector,567000000
2002,New Hampshire,Rural,Local,731000000
2002,New Hampshire,Urban,Interstate,1010000000
2002,New Hampshire,Urban,Other Freeways and Expressways,704000000
2002,New Hampshire,Urban,Other Principal Arterial,1021000000
2002,New Hampshire,Urban,Minor Arterial,1480000000
2002,New Hampshire,Urban,Major Collector,430000000
2002,New Hampshire,Urban,Local,504000000
2002,New Jersey,Rural,Interstate,2608000000
2002,New Jersey,Rural,Other Principal Arterial,4714000000
2002,New Jersey,Rural,Minor Arterial,1667000000
2002,New Jersey,Rural,Major Collector,1988000000
2002,New Jersey,Rural,Minor Collector,536000000
2002,New Jersey,Rural,Local,2728000000
2002,New Jersey,Urban,Interstate,11101000000
2002,New Jersey,Urban,Other Freeways and Expressways,9474000000
2002,New Jersey,Urban,Other Principal Arterial,14188000000
2002,New Jersey,Urban,Minor Arterial,9513000000
2002,New Jersey,Urban,Major Collector,3772000000
2002,New Jersey,Urban,Local,7653000000
2002,New Mexico,Rural,Interstate,4702000000
2002,New Mexico,Rural,Other Principal Arterial,2951000000
2002,New Mexico,Rural,Minor Arterial,1642000000
2002,New Mexico,Rural,Major Collector,1757000000
2002,New Mexico,Rural,Minor Collector,541000000
2002,New Mexico,Rural,Local,2752000000
2002,New Mexico,Urban,Interstate,1659000000
2002,New Mexico,Urban,Other Freeways and Expressways,8000000
2002,New Mexico,Urban,Other Principal Arterial,3480000000
2002,New Mexico,Urban,Minor Arterial,1063000000
2002,New Mexico,Urban,Major Collector,753000000
2002,New Mexico,Urban,Local,1481000000
2002,New York,Rural,Interstate,7614000000
2002,New York,Rural,Other Principal Arterial,5135000000
2002,New York,Rural,Minor Arterial,6167000000
2002,New York,Rural,Major Collector,5217000000
2002,New York,Rural,Minor Collector,9414000000
2002,New York,Rural,Local,4610000000
2002,New York,Urban,Interstate,17675000000
2002,New York,Urban,Other Freeways and Expressways,16039000000
2002,New York,Urban,Other Principal Arterial,16893000000
2002,New York,Urban,Minor Arterial,22187000000
2002,New York,Urban,Major Collector,7840000000
2002,New York,Urban,Local,14266000000
2002,North Carolina,Rural,Interstate,8465000000
2002,North Carolina,Rural,Other Principal Arterial,9847000000
2002,North Carolina,Rural,Minor Arterial,7031000000
2002,North Carolina,Rural,Major Collector,11296000000
2002,North Carolina,Rural,Minor Collector,4046000000
2002,North Carolina,Rural,Local,5472000000
2002,North Carolina,Urban,Interstate,9754000000
2002,North Carolina,Urban,Other Freeways and Expressways,3761000000
2002,North Carolina,Urban,Other Principal Arterial,9869000000
2002,North Carolina,Urban,Minor Arterial,8230000000
2002,North Carolina,Urban,Major Collector,2404000000
2002,North Carolina,Urban,Local,12719000000
2002,North Dakota,Rural,Interstate,1340000000
2002,North Dakota,Rural,Other Principal Arterial,1552000000
2002,North Dakota,Rural,Minor Arterial,632000000
2002,North Dakota,Rural,Major Collector,1018000000
2002,North Dakota,Rural,Minor Collector,0
2002,North Dakota,Rural,Local,902000000
2002,North Dakota,Urban,Interstate,261000000
2002,North Dakota,Urban,Other Freeways and Expressways,0
2002,North Dakota,Urban,Other Principal Arterial,640000000
2002,North Dakota,Urban,Minor Arterial,446000000
2002,North Dakota,Urban,Major Collector,236000000
2002,North Dakota,Urban,Local,309000000
2002,Ohio,Rural,Interstate,10724000000
2002,Ohio,Rural,Other Principal Arterial,8225000000
2002,Ohio,Rural,Minor Arterial,5127000000
2002,Ohio,Rural,Major Collector,10387000000
2002,Ohio,Rural,Minor Collector,2130000000
2002,Ohio,Rural,Local,6561000000
2002,Ohio,Urban,Interstate,20333000000
2002,Ohio,Urban,Other Freeways and Expressways,4825000000
2002,Ohio,Urban,Other Principal Arterial,11584000000
2002,Ohio,Urban,Minor Arterial,11769000000
2002,Ohio,Urban,Major Collector,4528000000
2002,Ohio,Urban,Local,11668000000
2002,Oklahoma,Rural,Interstate,5622000000
2002,Oklahoma,Rural,Other Principal Arterial,5160000000
2002,Oklahoma,Rural,Minor Arterial,3037000000
2002,Oklahoma,Rural,Major Collector,6660000000
2002,Oklahoma,Rural,Minor Collector,207000000
2002,Oklahoma,Rural,Local,2444000000
2002,Oklahoma,Urban,Interstate,4230000000
2002,Oklahoma,Urban,Other Freeways and Expressways,2264000000
2002,Oklahoma,Urban,Other Principal Arterial,4954000000
2002,Oklahoma,Urban,Minor Arterial,5533000000
2002,Oklahoma,Urban,Major Collector,1280000000
2002,Oklahoma,Urban,Local,4340000000
2002,Oregon,Rural,Interstate,4622000000
2002,Oregon,Rural,Other Principal Arterial,5129000000
2002,Oregon,Rural,Minor Arterial,2251000000
2002,Oregon,Rural,Major Collector,3238000000
2002,Oregon,Rural,Minor Collector,748000000
2002,Oregon,Rural,Local,1858000000
2002,Oregon,Urban,Interstate,4059000000
2002,Oregon,Urban,Other Freeways and Expressways,1279000000
2002,Oregon,Urban,Other Principal Arterial,4370000000
2002,Oregon,Urban,Minor Arterial,2864000000
2002,Oregon,Urban,Major Collector,1558000000
2002,Oregon,Urban,Local,2602000000
2002,Pennsylvania,Rural,Interstate,11867000000
2002,Pennsylvania,Rural,Other Principal Arterial,9700000000
2002,Pennsylvania,Rural,Minor Arterial,8619000000
2002,Pennsylvania,Rural,Major Collector,6176000000
2002,Pennsylvania,Rural,Minor Collector,2752000000
2002,Pennsylvania,Rural,Local,7450000000
2002,Pennsylvania,Urban,Interstate,12221000000
2002,Pennsylvania,Urban,Other Freeways and Expressways,6372000000
2002,Pennsylvania,Urban,Other Principal Arterial,14824000000
2002,Pennsylvania,Urban,Minor Arterial,11805000000
2002,Pennsylvania,Urban,Major Collector,6210000000
2002,Pennsylvania,Urban,Local,6521000000
2002,Rhode Island,Rural,Interstate,394000000
2002,Rhode Island,Rural,Other Principal Arterial,242000000
2002,Rhode Island,Rural,Minor Arterial,157000000
2002,Rhode Island,Rural,Major Collector,173000000
2002,Rhode Island,Rural,Minor Collector,58000000
2002,Rhode Island,Rural,Local,24000000
2002,Rhode Island,Urban,Interstate,1910000000
2002,Rhode Island,Urban,Other Freeways and Expressways,943000000
2002,Rhode Island,Urban,Other Principal Arterial,2163000000
2002,Rhode Island,Urban,Minor Arterial,1158000000
2002,Rhode Island,Urban,Major Collector,691000000
2002,Rhode Island,Urban,Local,229000000
2002,South Carolina,Rural,Interstate,8758000000
2002,South Carolina,Rural,Other Principal Arterial,4836000000
2002,South Carolina,Rural,Minor Arterial,6851000000
2002,South Carolina,Rural,Major Collector,5867000000
2002,South Carolina,Rural,Minor Collector,752000000
2002,South Carolina,Rural,Local,3278000000
2002,South Carolina,Urban,Interstate,3631000000
2002,South Carolina,Urban,Other Freeways and Expressways,788000000
2002,South Carolina,Urban,Other Principal Arterial,5264000000
2002,South Carolina,Urban,Minor Arterial,4024000000
2002,South Carolina,Urban,Major Collector,1991000000
2002,South Carolina,Urban,Local,1250000000
2002,South Dakota,Rural,Interstate,2024000000
2002,South Dakota,Rural,Other Principal Arterial,1697000000
2002,South Dakota,Rural,Minor Arterial,1054000000
2002,South Dakota,Rural,Major Collector,1101000000
2002,South Dakota,Rural,Minor Collector,137000000
2002,South Dakota,Rural,Local,537000000
2002,South Dakota,Urban,Interstate,379000000
2002,South Dakota,Urban,Other Freeways and Expressways,0
2002,South Dakota,Urban,Other Principal Arterial,609000000
2002,South Dakota,Urban,Minor Arterial,532000000
2002,South Dakota,Urban,Major Collector,195000000
2002,South Dakota,Urban,Local,234000000
2002,Tennessee,Rural,Interstate,9706000000
2002,Tennessee,Rural,Other Principal Arterial,5825000000
2002,Tennessee,Rural,Minor Arterial,5720000000
2002,Tennessee,Rural,Major Collector,3983000000
2002,Tennessee,Rural,Minor Collector,3422000000
2002,Tennessee,Rural,Local,3412000000
2002,Tennessee,Urban,Interstate,9294000000
2002,Tennessee,Urban,Other Freeways and Expressways,1619000000
2002,Tennessee,Urban,Other Principal Arterial,10270000000
2002,Tennessee,Urban,Minor Arterial,7718000000
2002,Tennessee,Urban,Major Collector,2353000000
2002,Tennessee,Urban,Local,4907000000
2002,Texas,Rural,Interstate,17015000000
2002,Texas,Rural,Other Principal Arterial,19664000000
2002,Texas,Rural,Minor Arterial,14038000000
2002,Texas,Rural,Major Collector,17937000000
2002,Texas,Rural,Minor Collector,3154000000
2002,Texas,Rural,Local,6427000000
2002,Texas,Urban,Interstate,34128000000
2002,Texas,Urban,Other Freeways and Expressways,24565000000
2002,Texas,Urban,Other Principal Arterial,35180000000
2002,Texas,Urban,Minor Arterial,25476000000
2002,Texas,Urban,Major Collector,14543000000
2002,Texas,Urban,Local,8899000000
2002,Utah,Rural,Interstate,3750000000
2002,Utah,Rural,Other Principal Arterial,1777000000
2002,Utah,Rural,Minor Arterial,1300000000
2002,Utah,Rural,Major Collector,1242000000
2002,Utah,Rural,Minor Collector,317000000
2002,Utah,Rural,Local,844000000
2002,Utah,Urban,Interstate,5165000000
2002,Utah,Urban,Other Freeways and Expressways,92000000
2002,Utah,Urban,Other Principal Arterial,2728000000
2002,Utah,Urban,Minor Arterial,2996000000
2002,Utah,Urban,Major Collector,1509000000
2002,Utah,Urban,Local,2844000000
2002,Vermont,Rural,Interstate,1295000000
2002,Vermont,Rural,Other Principal Arterial,789000000
2002,Vermont,Rural,Minor Arterial,1007000000
2002,Vermont,Rural,Major Collector,1322000000
2002,Vermont,Rural,Minor Collector,238000000
2002,Vermont,Rural,Local,1286000000
2002,Vermont,Urban,Interstate,374000000
2002,Vermont,Urban,Other Freeways and Expressways,73000000
2002,Vermont,Urban,Other Principal Arterial,458000000
2002,Vermont,Urban,Minor Arterial,386000000
2002,Vermont,Urban,Major Collector,230000000
2002,Vermont,Urban,Local,497000000
2002,Virginia,Rural,Interstate,10274000000
2002,Virginia,Rural,Other Principal Arterial,7478000000
2002,Virginia,Rural,Minor Arterial,6338000000
2002,Virginia,Rural,Major Collector,6001000000
2002,Virginia,Rural,Minor Collector,606000000
2002,Virginia,Rural,Local,3219000000
2002,Virginia,Urban,Interstate,12533000000
2002,Virginia,Urban,Other Freeways and Expressways,3333000000
2002,Virginia,Urban,Other Principal Arterial,10573000000
2002,Virginia,Urban,Minor Arterial,8897000000
2002,Virginia,Urban,Major Collector,2937000000
2002,Virginia,Urban,Local,5261000000
2002,Washington,Rural,Interstate,4863000000
2002,Washington,Rural,Other Principal Arterial,4534000000
2002,Washington,Rural,Minor Arterial,2172000000
2002,Washington,Rural,Major Collector,3673000000
2002,Washington,Rural,Minor Collector,1016000000
2002,Washington,Rural,Local,1223000000
2002,Washington,Urban,Interstate,10737000000
2002,Washington,Urban,Other Freeways and Expressways,4703000000
2002,Washington,Urban,Other Principal Arterial,7754000000
2002,Washington,Urban,Minor Arterial,6951000000
2002,Washington,Urban,Major Collector,3047000000
2002,Washington,Urban,Local,4103000000
2002,West Virginia,Rural,Interstate,4061000000
2002,West Virginia,Rural,Other Principal Arterial,2862000000
2002,West Virginia,Rural,Minor Arterial,2154000000
2002,West Virginia,Rural,Major Collector,3982000000
2002,West Virginia,Rural,Minor Collector,457000000
2002,West Virginia,Rural,Local,1112000000
2002,West Virginia,Urban,Interstate,1534000000
