State,Interstate,Junction,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total
Alabama,Interstate,Junction,1,0,2,1,0,1,1,1,0,0,1,8
Alabama,Interstate,Non-Junction,71,78,82,118,103,89,97,98,125,113,106,1080
Alabama,Interstate,Other,18,16,10,16,8,12,11,15,8,11,15,140
Alabama,Interstate,Total,90,94,94,135,111,102,109,114,133,124,122,1228
Alabama,Non-Interstate,Junction,111,112,144,176,137,154,170,173,158,175,131,1641
Alabama,Non-Interstate,Non-Junction,530,501,504,630,574,576,535,533,542,574,584,6083
Alabama,Non-Interstate,Other,31,37,42,38,42,44,42,31,52,39,53,451
Alabama,Non-Interstate,Total,672,650,690,844,753,774,747,737,752,788,768,8175
Alabama,Unknown,Junction,0,1,0,0,0,0,0,0,0,0,0,1
Alabama,Unknown,Non-Junction,4,2,0,0,0,0,0,1,0,1,3,11
Alabama,Unknown,Other,1,0,0,0,0,0,0,0,0,0,0,1
Alabama,Unknown,Total,5,3,0,0,0,0,0,1,0,1,3,13
Alabama,Total,Junction,112,113,146,177,137,155,171,174,158,175,132,1650
Alabama,Total,Non-Junction,605,581,586,748,677,665,632,632,667,688,693,7174
Alabama,Total,Other,50,53,52,54,50,56,53,46,60,50,68,592
Alabama,Total,Total,767,747,784,979,864,876,856,852,885,913,893,9416
Alaska,Interstate,Junction,1,0,4,3,2,1,1,3,0,4,1,20
Alaska,Interstate,Non-Junction,16,17,16,22,23,19,12,16,15,24,17,197
Alaska,Interstate,Other,0,1,2,1,1,2,2,0,1,4,2,16
Alaska,Interstate,Total,17,18,22,26,26,22,15,19,16,32,20,233
Alaska,Non-Interstate,Junction,7,15,9,9,14,15,9,12,16,13,11,130
Alaska,Non-Interstate,Non-Junction,23,31,25,41,34,26,36,19,28,27,23,313
Alaska,Non-Interstate,Other,2,3,3,1,0,5,1,3,2,3,1,24
Alaska,Non-Interstate,Unknown,0,0,0,0,0,1,0,0,0,0,0,1
Alaska,Non-Interstate,Total,32,49,37,51,48,47,46,34,46,43,35,468
Alaska,Unknown,Junction,0,0,0,0,0,0,1,0,0,0,0,1
Alaska,Unknown,Non-Junction,0,1,1,1,0,0,0,0,0,0,0,3
Alaska,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,1,2
Alaska,Unknown,Total,0,1,1,1,1,0,1,0,0,0,1,6
Alaska,Total,Junction,8,15,13,12,16,16,11,15,16,17,12,151
Alaska,Total,Non-Junction,39,49,42,64,57,45,48,35,43,51,40,513
Alaska,Total,Other,2,4,5,2,1,7,3,3,3,7,3,40
Alaska,Total,Unknown,0,0,0,0,1,1,0,0,0,0,1,3
Alaska,Total,Total,49,68,60,78,75,69,62,53,62,75,56,707
Arizona,Interstate,Junction,0,2,1,0,3,4,0,2,1,3,1,17
Arizona,Interstate,Non-Junction,82,59,77,77,87,105,104,101,42,82,8,824
Arizona,Interstate,Other,44,25,40,31,40,26,11,6,25,51,4,303
Arizona,Interstate,Unknown,0,0,2,0,0,1,0,1,0,0,0,4
Arizona,Interstate,Total,126,86,120,108,130,136,115,110,68,136,13,1148
Arizona,Non-Interstate,Junction,227,201,234,253,264,257,239,256,289,364,391,2975
Arizona,Non-Interstate,Non-Junction,332,327,371,404,435,413,404,438,583,533,617,4857
Arizona,Non-Interstate,Other,58,42,51,61,51,55,55,41,63,69,83,629
Arizona,Non-Interstate,Unknown,33,47,32,25,30,38,37,25,29,51,50,397
Arizona,Non-Interstate,Total,650,617,688,743,780,763,735,760,964,1017,1141,8858
Arizona,Unknown,Junction,0,0,0,0,0,1,13,8,4,1,3,30
Arizona,Unknown,Non-Junction,1,1,0,0,0,8,31,48,19,19,14,141
Arizona,Unknown,Other,0,1,0,0,0,0,0,2,1,1,0,5
Arizona,Unknown,Unknown,5,3,3,5,7,10,14,38,20,26,24,155
Arizona,Unknown,Total,6,5,3,5,7,19,58,96,44,47,41,331
Arizona,Total,Junction,227,203,235,253,267,262,252,266,294,368,395,3022
Arizona,Total,Non-Junction,415,387,448,481,522,526,539,587,644,634,639,5822
Arizona,Total,Other,102,68,91,92,91,81,66,49,89,121,87,937
Arizona,Total,Unknown,38,50,37,30,37,49,51,64,49,77,74,556
Arizona,Total,Total,782,708,811,856,917,918,908,966,1076,1200,1195,10337
Arkansas,Interstate,Junction,0,0,0,0,1,0,0,2,1,0,1,5
Arkansas,Interstate,Non-Junction,45,46,56,52,78,58,62,72,84,81,87,721
Arkansas,Interstate,Other,7,6,9,9,2,11,3,4,9,9,6,75
Arkansas,Interstate,Unknown,0,0,0,0,0,0,0,1,0,0,0,1
Arkansas,Interstate,Total,52,52,65,61,81,69,65,79,94,90,94,802
Arkansas,Non-Interstate,Junction,81,74,76,75,51,66,63,84,102,98,79,849
Arkansas,Non-Interstate,Non-Junction,294,281,323,337,329,319,316,408,395,349,334,3685
Arkansas,Non-Interstate,Other,32,28,24,31,25,22,28,23,39,39,33,324
Arkansas,Non-Interstate,Unknown,0,0,0,0,0,0,0,0,0,1,1,2
Arkansas,Non-Interstate,Total,407,383,423,443,405,407,407,515,536,487,447,4860
Arkansas,Unknown,Junction,0,0,1,0,0,0,0,0,0,0,1,2
Arkansas,Unknown,Non-Junction,1,1,1,0,0,0,1,4,0,0,0,8
Arkansas,Unknown,Other,0,0,1,0,0,0,0,0,0,0,0,1
Arkansas,Unknown,Total,1,1,3,0,0,0,1,4,0,0,1,11
Arkansas,Total,Junction,81,74,77,75,52,66,63,86,103,98,81,856
Arkansas,Total,Non-Junction,340,328,380,389,407,377,379,484,479,430,421,4414
Arkansas,Total,Other,39,34,34,40,27,33,31,27,48,48,39,400
Arkansas,Total,Unknown,0,0,0,0,0,0,0,1,0,1,1,3
Arkansas,Total,Total,460,436,491,504,486,476,473,598,630,577,542,5673
California,Interstate,Junction,2,3,6,4,6,3,13,8,8,9,6,68
California,Interstate,Non-Junction,278,301,292,406,346,372,355,400,458,372,324,3904
California,Interstate,Other,71,100,98,86,88,109,96,94,161,217,170,1290
California,Interstate,Unknown,0,0,0,0,2,0,0,0,1,2,0,5
California,Interstate,Total,351,404,396,496,442,484,464,502,628,600,500,5267
California,Non-Interstate,Junction,736,747,826,964,956,943,991,949,1035,1114,954,10215
California,Non-Interstate,Non-Junction,1610,1542,1710,1897,1950,1848,1794,2041,2265,2199,1969,20825
California,Non-Interstate,Other,163,158,188,182,213,203,174,177,254,280,274,2266
California,Non-Interstate,Unknown,0,4,2,1,2,5,2,4,12,14,18,64
California,Non-Interstate,Total,2509,2451,2726,3044,3121,2999,2961,3171,3566,3607,3215,33370
California,Unknown,Junction,0,1,0,0,1,0,2,0,0,2,2,8
California,Unknown,Non-Junction,0,2,1,0,5,2,0,0,2,8,9,29
California,Unknown,Other,0,0,0,0,0,0,0,0,0,1,1,2
California,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,1
California,Unknown,Total,0,4,1,0,6,2,2,0,2,11,12,40
California,Total,Junction,738,751,832,968,963,946,1006,957,1043,1125,962,10291
California,Total,Non-Junction,1888,1845,2003,2303,2301,2222,2149,2441,2725,2579,2302,24758
California,Total,Other,234,258,286,268,301,312,270,271,415,498,445,3558
California,Total,Unknown,0,5,2,1,4,5,2,4,13,16,18,70
California,Total,Total,2860,2859,3123,3540,3569,3485,3427,3673,4196,4218,3727,38677
Colorado,Interstate,Junction,2,0,0,1,0,3,3,3,1,0,0,13
Colorado,Interstate,Non-Junction,56,47,58,67,62,55,48,45,81,81,48,648
Colorado,Interstate,Other,25,22,28,19,30,31,22,31,29,29,35,301
Colorado,Interstate,Total,83,69,86,87,92,89,73,79,111,110,83,962
Colorado,Non-Interstate,Junction,107,117,144,186,177,199,166,185,185,208,216,1890
Colorado,Non-Interstate,Non-Junction,218,239,249,254,308,272,284,280,313,345,319,3081
Colorado,Non-Interstate,Other,24,26,26,31,21,28,19,29,27,33,46,310
Colorado,Non-Interstate,Total,349,382,419,471,506,499,469,494,525,586,581,5281
Colorado,Unknown,Junction,0,0,0,0,0,0,1,0,0,1,0,2
Colorado,Unknown,Non-Junction,0,0,1,0,2,0,2,1,0,2,2,10
Colorado,Unknown,Other,0,0,1,0,0,0,0,0,2,0,0,3
Colorado,Unknown,Total,0,0,2,0,2,0,3,1,2,3,2,15
Colorado,Total,Junction,109,117,144,187,177,202,170,188,186,209,216,1905
Colorado,Total,Non-Junction,274,286,308,321,372,327,334,326,394,428,369,3739
Colorado,Total,Other,49,48,55,50,51,59,41,60,58,62,81,614
Colorado,Total,Total,432,451,507,558,600,588,545,574,638,699,666,6258
Connecticut,Interstate,Junction,3,1,1,3,2,0,0,2,1,3,0,16
Connecticut,Interstate,Non-Junction,19,14,21,31,22,31,24,21,29,39,37,288
Connecticut,Interstate,Other,17,25,28,13,9,14,9,22,20,19,12,188
Connecticut,Interstate,Total,39,40,50,47,33,45,33,45,50,61,49,492
Connecticut,Non-Interstate,Junction,67,47,51,60,67,59,50,64,65,73,61,664
Connecticut,Non-Interstate,Non-Junction,131,126,144,153,144,150,135,139,149,169,161,1601
Connecticut,Non-Interstate,Other,27,20,9,26,17,17,12,34,22,25,17,226
Connecticut,Non-Interstate,Unknown,0,1,0,0,0,1,0,0,0,0,0,2
Connecticut,Non-Interstate,Total,225,194,204,239,228,227,197,237,236,267,239,2493
Connecticut,Unknown,Junction,1,0,0,0,0,0,0,0,0,0,1,2
Connecticut,Unknown,Non-Junction,0,0,3,4,2,3,3,1,2,4,0,22
Connecticut,Unknown,Other,0,0,0,2,0,0,0,1,0,0,0,3
Connecticut,Unknown,Total,1,0,3,6,2,3,3,2,2,4,1,27
Connecticut,Total,Junction,71,48,52,63,69,59,50,66,66,76,62,682
Connecticut,Total,Non-Junction,150,140,168,188,168,184,162,161,180,212,198,1911
Connecticut,Total,Other,44,45,37,41,26,31,21,57,42,44,29,417
Connecticut,Total,Unknown,0,1,0,0,0,1,0,0,0,0,0,2
Connecticut,Total,Total,265,234,257,292,263,275,233,284,288,332,289,3012
Delaware,Interstate,Junction,0,0,0,0,0,0,0,1,0,0,0,1
Delaware,Interstate,Non-Junction,5,4,4,5,3,5,5,9,4,13,6,63
Delaware,Interstate,Other,1,1,4,1,2,3,3,2,3,3,2,25
Delaware,Interstate,Total,6,5,8,6,5,8,8,12,7,16,8,89
Delaware,Non-Interstate,Junction,25,24,35,37,39,22,39,27,50,46,36,380
Delaware,Non-Interstate,Non-Junction,57,70,77,67,60,66,66,61,69,75,72,740
Delaware,Non-Interstate,Other,5,10,7,6,7,8,8,2,6,6,10,75
Delaware,Non-Interstate,Unknown,0,0,0,0,0,0,1,2,0,0,0,3
Delaware,Non-Interstate,Total,87,104,119,110,106,96,114,92,125,127,118,1198
Delaware,Unknown,Non-Junction,1,0,0,0,1,0,0,0,0,0,2,4
Delaware,Total,Junction,25,24,35,37,39,22,39,28,50,46,36,381
Delaware,Total,Non-Junction,63,74,81,72,64,71,71,70,73,88,80,807
Delaware,Total,Other,6,11,11,7,9,11,11,4,9,9,12,100
Delaware,Total,Unknown,0,0,0,0,0,0,1,2,0,0,0,3
Delaware,Total,Total,94,109,127,116,112,104,122,104,132,143,128,1291
District of Columbia,Interstate,Non-Junction,3,2,1,3,0,0,1,2,1,0,2,15
District of Columbia,Interstate,Other,0,0,0,0,0,1,0,1,0,1,3,6
District of Columbia,Interstate,Total,3,2,1,3,0,1,1,3,1,1,5,21
District of Columbia,Non-Interstate,Junction,10,10,10,10,10,18,12,13,23,16,16,148
District of Columbia,Non-Interstate,Non-Junction,6,8,11,11,17,10,9,17,13,11,15,128
District of Columbia,Non-Interstate,Other,1,1,1,1,1,1,0,1,3,0,3,13
District of Columbia,Non-Interstate,Unknown,0,0,0,1,1,0,0,0,0,0,0,2
District of Columbia,Non-Interstate,Total,17,19,22,23,29,29,21,31,39,27,34,291
District of Columbia,Total,Junction,10,10,10,10,10,18,12,13,23,16,16,148
District of Columbia,Total,Non-Junction,9,10,12,14,17,10,10,19,14,11,17,143
District of Columbia,Total,Other,1,1,1,1,1,2,0,2,3,1,6,19
District of Columbia,Total,Unknown,0,0,0,1,1,0,0,0,0,0,0,2
District of Columbia,Total,Total,20,21,23,26,29,30,22,34,40,28,39,312
Florida,Interstate,Junction,6,1,3,7,8,7,3,6,9,2,3,55
Florida,Interstate,Non-Junction,187,168,215,232,196,218,247,256,243,218,240,2420
Florida,Interstate,Other,51,17,26,52,58,51,33,59,73,77,44,541
Florida,Interstate,Total,244,186,244,291,262,276,283,321,325,297,287,3016
Florida,Non-Interstate,Junction,707,764,887,965,1057,1058,1024,1067,1180,1157,1078,10944
Florida,Non-Interstate,Non-Junction,1167,1245,1316,1515,1467,1480,1522,1573,1803,1706,1639,16433
Florida,Non-Interstate,Other,102,139,152,135,136,103,118,132,139,143,132,1431
Florida,Non-Interstate,Unknown,1,1,1,3,3,0,3,2,2,3,1,20
Florida,Non-Interstate,Total,1977,2149,2356,2618,2663,2641,2667,2774,3124,3009,2850,28828
Florida,Unknown,Junction,0,0,36,2,0,0,0,0,0,0,10,48
Florida,Unknown,Non-Junction,1,1,60,23,0,0,0,2,3,7,30,127
Florida,Unknown,Other,1,0,3,1,0,0,2,0,1,2,6,16
Florida,Unknown,Total,2,1,99,26,0,0,2,2,4,9,46,191
Florida,Total,Junction,713,765,926,974,1065,1065,1027,1073,1189,1159,1091,11047
Florida,Total,Non-Junction,1355,1414,1591,1770,1663,1698,1769,1831,2049,1931,1909,18980
Florida,Total,Other,154,156,181,188,194,154,153,191,213,222,182,1988
Florida,Total,Unknown,1,1,1,3,3,0,3,2,2,3,1,20
Florida,Total,Total,2223,2336,2699,2935,2925,2917,2952,3097,3453,3315,3183,32035
Georgia,Interstate,Junction,0,0,1,1,0,1,3,3,3,1,0,13
Georgia,Interstate,Non-Junction,149,124,154,172,180,173,177,127,99,155,150,1660
Georgia,Interstate,Other,13,11,14,13,26,17,29,56,40,94,74,387
Georgia,Interstate,Unknown,0,0,0,0,0,0,0,3,0,0,0,3
Georgia,Interstate,Total,162,135,169,186,206,191,209,189,142,250,224,2063
Georgia,Non-Interstate,Junction,252,262,338,337,374,311,365,343,366,364,372,3684
Georgia,Non-Interstate,Non-Junction,617,625,766,840,804,838,741,906,1072,976,830,9015
Georgia,Non-Interstate,Other,50,57,56,61,56,66,62,76,99,87,65,735
Georgia,Non-Interstate,Unknown,0,1,0,0,0,2,1,2,2,0,0,8
Georgia,Non-Interstate,Total,919,945,1160,1238,1234,1217,1169,1327,1539,1427,1267,13442
Georgia,Unknown,Junction,2,0,0,0,0,0,0,0,0,0,0,2
Georgia,Unknown,Non-Junction,2,0,0,0,0,0,0,0,0,0,0,2
Georgia,Unknown,Other,0,0,0,0,0,0,0,1,0,0,0,1
Georgia,Unknown,Total,4,0,0,0,0,0,0,1,0,0,0,5
Georgia,Total,Junction,254,262,339,338,374,312,368,346,369,365,372,3699
Georgia,Total,Non-Junction,768,749,920,1012,984,1011,918,1033,1171,1131,980,10677
Georgia,Total,Other,63,68,70,74,82,83,91,133,139,181,139,1123
Georgia,Total,Unknown,0,1,0,0,0,2,1,5,2,0,0,11
Georgia,Total,Total,1085,1080,1329,1424,1440,1408,1378,1517,1681,1677,1491,15510
Hawaii,Interstate,Junction,0,0,0,0,1,0,1,0,0,0,0,2
Hawaii,Interstate,Non-Junction,2,1,6,3,2,8,9,7,3,4,7,52
Hawaii,Interstate,Other,5,4,0,1,1,1,0,2,0,0,4,18
Hawaii,Interstate,Total,7,5,6,4,4,9,10,9,3,4,11,72
Hawaii,Non-Interstate,Junction,20,29,23,30,29,32,20,21,21,24,19,268
Hawaii,Non-Interstate,Non-Junction,60,57,50,72,59,58,69,49,68,77,48,667
Hawaii,Non-Interstate,Other,6,3,6,2,4,11,2,2,0,5,8,49
Hawaii,Non-Interstate,Unknown,0,0,0,0,0,0,0,0,0,0,1,1
Hawaii,Non-Interstate,Total,86,89,79,104,92,101,91,72,89,106,76,985
Hawaii,Unknown,Non-Junction,0,0,0,1,0,0,1,0,1,1,1,5
Hawaii,Unknown,Other,0,0,0,0,0,0,0,0,1,0,0,1
Hawaii,Unknown,Total,0,0,0,1,0,0,1,0,2,1,1,6
